pressSerialNumber,jobName,siteName,copies,impressions,printedSheets,jobSubmitTime,jobCompleteTime,jobSubmitTimeLocalized,jobCompleteTimeLocalized,epmImpressions,width,useOfVDP,printedJobId,height,deviceId,marker,repeatLength,impressionsType,duplex,oneShotImpressions,impressions1Color,impressions2Colors,impressionsNColors,inkUnits,jobElapseTime,jobProgress,jobCollation,substrateUnits_value,substrateUnits_unit,substrates_1_name,substrates_1_amountUsed,substrates_2_name,substrates_2_amountUsed,substrates_3_name,substrates_3_amountUsed,substrates_4_name,substrates_4_amountUsed,inks_1_amountUsed,inks_1_inkSerialNumber,inks_2_color,inks_2_amountUsed,inks_2_inkSerialNumber,inks_3_color,inks_3_amountUsed,inks_3_inkSerialNumber,inks_4_color,inks_4_amountUsed,inks_4_inkSerialNumber,inks_5_color,inks_5_amountUsed,inks_5_inkSerialNumber
47200165,DBHJEK_130016592_JDF,Chicago,13,124,13,2024-03-18T21:02:30.000+00:00,2024-03-18T21:03:16.000+00:00,2024-03-18T21:02:30.000,2024-03-18T21:03:16.000,0,331,No,47200165_1773898_1710795796000_1710795796000,482.6,62773841-83fc-4251-aa11-864a43545e15,221497309,0,A3,True,0,0,0,124,IMPRESSIONS,46,ABORTED,None,13,SHEETS,PSP-130016592-14pt C2S Gloss Cover,13.0,None,None,None,None,None,None,31.0,ef052y842007py,Cyan,31.0,EF013Y9657ZVTI,Magenta,31.0,EF033Y60774V7Q,Black,31.0,EF073Y6833FG42,,,
47200165,DBHJG8_130016592_JDF,Chicago,209,1666,209,2024-03-18T20:36:07.000+00:00,2024-03-18T20:45:04.000+00:00,2024-03-18T20:36:07.000,2024-03-18T20:45:04.000,0,331,No,47200165_1773790_1710794125000_1710794125000,482.6,62773841-83fc-4251-aa11-864a43545e15,221497310,0,A3,True,0,0,1,1665,IMPRESSIONS,537,PRINTED,None,209,SHEETS,PSP-130016592-14pt C2S Gloss Cover,209.0,None,None,None,None,None,None,416.0,ef052y842007py,Cyan,416.0,EF013Y9657ZVTI,Magenta,417.0,EF033Y60774V7Q,Black,417.0,EF073Y6833FG42,,,
47200165,DBHKHI_130016592_JDF,Chicago,419,3346,419,2024-03-18T20:44:57.000+00:00,2024-03-18T21:02:37.000+00:00,2024-03-18T20:44:57.000,2024-03-18T21:02:37.000,0,331,No,47200165_1773880_1710795757000_1710795757000,482.6,62773841-83fc-4251-aa11-864a43545e15,221497311,0,A3,True,0,0,1,3345,IMPRESSIONS,1060,PRINTED,None,419,SHEETS,PSP-130016592-14pt C2S Gloss Cover,419.0,None,None,None,None,None,None,836.0,ef052y842007py,Cyan,836.0,EF013Y9657ZVTI,Magenta,837.0,EF033Y60774V7Q,Black,837.0,EF073Y6833FG42,,,
47200165,DBHJEK_130016592_JDF,Chicago,8,88,8,2024-03-18T21:03:53.000+00:00,2024-03-18T21:05:07.000+00:00,2024-03-18T21:03:53.000,2024-03-18T21:05:07.000,0,331,No,47200165_1773898_1710795796000_1710795796000,482.6,62773841-83fc-4251-aa11-864a43545e15,221497312,0,A3,True,0,0,0,88,IMPRESSIONS,74,ABORTED,None,8,SHEETS,PSP-130016592-14pt C2S Gloss Cover,8.0,None,None,None,None,None,None,22.0,ef052y842007py,Cyan,22.0,EF013Y9657ZVTI,Magenta,22.0,EF033Y60774V7Q,Black,22.0,EF073Y6833FG42,,,
47200165,DBHJEK_130016592_JDF,Chicago,0,0,0,2024-03-18T21:05:38.000+00:00,2024-03-18T21:05:50.000+00:00,2024-03-18T21:05:38.000,2024-03-18T21:05:50.000,0,331,No,47200165_1773898_1710795796000_1710795796000,482.6,62773841-83fc-4251-aa11-864a43545e15,221497313,-1,A3,True,0,0,0,0,IMPRESSIONS,12,ABORTED,None,None,None,,,,,,,,,,,,,,,,,,,,,,
47200165,DBHJEK_130016592_JDF,Chicago,0,0,0,2024-03-18T21:07:15.000+00:00,2024-03-18T21:07:31.000+00:00,2024-03-18T21:07:15.000,2024-03-18T21:07:31.000,0,331,No,47200165_1773898_1710795796000_1710795796000,482.6,62773841-83fc-4251-aa11-864a43545e15,221497314,-1,A3,True,0,0,0,0,IMPRESSIONS,16,ABORTED,None,None,None,,,,,,,,,,,,,,,,,,,,,,
60001112,11790926_130015621_JDF,Chicago,127,508,127,2024-03-18T21:07:11.000+00:00,2024-03-18T21:10:20.000+00:00,2024-03-18T21:07:11.000,2024-03-18T21:10:20.000,0,750,No,60001112_737883_1710796220000_1710796220000,529.0,2607605d-ecc6-49f3-9488-b495786295be,221499277,0,B2,False,0,0,0,508,IMPRESSIONS,189,PRINTED,None,127,SHEETS,130015621      16pt C2S Gloss Cover,127.0,None,None,None,None,None,None,127.0,EG00Y2Y417634.759EKW,Cyan,127.0,EGC3Y249834.750382,Magenta,127.0,EGM3Y296134.750196,Black,127.0,EGK3Y729834.750173,,,
60001112,11790761_130015621_JDF,Chicago,65,520,65,2024-03-18T21:09:46.000+00:00,2024-03-18T21:12:55.000+00:00,2024-03-18T21:09:46.000,2024-03-18T21:12:55.000,0,750,No,60001112_737898_1710796375000_1710796375000,529.0,2607605d-ecc6-49f3-9488-b495786295be,221499278,0,B2,True,0,0,0,520,IMPRESSIONS,189,PRINTED,None,65,SHEETS,130015621      16pt C2S Gloss Cover,65.0,None,None,None,None,None,None,130.0,EG00Y2Y417634.759EKW,Cyan,130.0,EGC3Y249834.750382,Magenta,130.0,EGM3Y296134.750196,Black,130.0,EGK3Y729834.750173,,,
60001071,11790676_130017262_JDF,Chicago,13,104,13,2024-03-18T21:53:26.000+00:00,2024-03-18T21:54:31.000+00:00,2024-03-18T21:53:26.000,2024-03-18T21:54:31.000,0,750,No,60001071_10809357_1710798871000_1710798871000,528.0,1c666851-a007-4085-9cb4-edf1c38b0ebb,221518474,0,B2,True,0,0,0,104,IMPRESSIONS,65,PRINTED,None,13,SHEETS,130017262     14pt C1S Gloss Cover,13.0,None,None,None,None,None,None,26.0,EGY3Y280534.750242,Cyan,26.0,EGC3Y249834.750404,Magenta,26.0,EGM3Y296134.750149,Black,26.0,EGK3Y729834.750174,,,
60001071,11790674_130017262_JDF,Chicago,10,40,10,2024-03-18T21:53:39.000+00:00,2024-03-18T21:54:39.000+00:00,2024-03-18T21:53:39.000,2024-03-18T21:54:39.000,0,750,No,60001071_10809363_1710798879000_1710798879000,528.0,1c666851-a007-4085-9cb4-edf1c38b0ebb,221518475,0,B2,False,0,0,0,40,IMPRESSIONS,60,PRINTED,None,10,SHEETS,130017262     14pt C1S Gloss Cover,10,None,None,None,None,None,None,10.0,EGY3Y280534.750242,Cyan,10.0,EGC3Y249834.750404,Magenta,10.0,EGM3Y296134.750149,Black,10.0,EGK3Y729834.750174,,,
47200165,DBHJEK_130016592_JDF,Chicago,376,3012,376,2024-03-18T21:08:18.000+00:00,2024-03-18T21:24:55.000+00:00,2024-03-18T21:08:18.000,2024-03-18T21:24:55.000,0,331,No,47200165_1773898_1710795796000_1710795796000,482.6,62773841-83fc-4251-aa11-864a43545e15,221520797,0,A3,True,0,0,0,3012,IMPRESSIONS,997,ABORTED,None,376,SHEETS,PSP-130016592-14pt C2S Gloss Cover,376,None,None,None,None,None,None,753.0,ef052y842007py,Cyan,753.0,EF013Y9657ZVTI,Magenta,753.0,EF033Y60774V7Q,Black,753.0,EF073Y6833FG42,,,
47200165,DBHJEK_130016592_JDF,Chicago,0,0,0,2024-03-18T21:45:33.000+00:00,2024-03-18T21:45:50.000+00:00,2024-03-18T21:45:33.000,2024-03-18T21:45:50.000,0,331,No,47200165_1773898_1710795796000_1710795796000,482.6,62773841-83fc-4251-aa11-864a43545e15,221520804,-1,A3,True,0,0,0,0,IMPRESSIONS,17,ABORTED,None,None,None,,,,,,,,,,,,,,,,,,,,,,
47200165,DBINE5_130017048_JDF,Chicago,2,16,2,2024-03-18T21:56:54.000+00:00,2024-03-18T21:57:04.000+00:00,2024-03-18T21:56:54.000,2024-03-18T21:57:04.000,0,330,No,47200165_1774167_1710799024000_1710799024000,483.0,62773841-83fc-4251-aa11-864a43545e15,221524830,0,A3,True,0,0,0,16,IMPRESSIONS,10,PRINTED,None,2,SHEETS,RLM-726913-100# Uncoated Cover 13x19,2,None,None,None,None,None,None,4.0,ef052y842007py,Cyan,4.0,EF013Y9657ZVTI,Magenta,4.0,EF033Y60774V7Q,Black,4.0,EF073Y6833FG42,,,
47200165,DBINE5_130017048_JDF,Chicago,18,144,18,2024-03-18T21:57:28.000+00:00,2024-03-18T21:58:36.000+00:00,2024-03-18T21:57:28.000,2024-03-18T21:58:36.000,0,330,No,47200165_1774167_1710799024000_1710799024000,483.0,62773841-83fc-4251-aa11-864a43545e15,221524831,0,A3,True,0,0,0,144,IMPRESSIONS,68,ABORTED,None,18,SHEETS,RLM-726913-100# Uncoated Cover 13x19,18,None,None,None,None,None,None,36.0,ef052y842007py,Cyan,36.0,EF013Y9657ZVTI,Magenta,36.0,EF033Y60774V7Q,Black,36.0,EF073Y6833FG42,,,
60001071,11790928_130017262_JDF,Chicago,0,0,0,2024-03-18T21:54:12.000+00:00,2024-03-18T21:57:33.000+00:00,2024-03-18T21:54:12.000,2024-03-18T21:57:33.000,0,750,No,60001071_10809415_1710799053000_1710799053000,528.0,1c666851-a007-4085-9cb4-edf1c38b0ebb,221525969,0,B2,False,0,0,0,0,IMPRESSIONS,201,ABORTED,None,None,None,,,,,,,,,,,,,,,,,,,,,,
60001071,11790928_130017262_JDF,Chicago,2,8,2,2024-03-18T21:57:56.000+00:00,2024-03-18T21:58:26.000+00:00,2024-03-18T21:57:56.000,2024-03-18T21:58:26.000,0,750,No,60001071_10809415_1710799053000_1710799053000,528.0,1c666851-a007-4085-9cb4-edf1c38b0ebb,221525971,0,B2,False,0,0,0,8,IMPRESSIONS,30,PRINTED,None,2,SHEETS,130017262     14pt C1S Gloss Cover,2,None,None,None,None,None,None,2.0,EGY3Y280534.750242,Cyan,2.0,EGC3Y249834.750404,Magenta,2.0,EGM3Y296134.750149,Black,2.0,EGK3Y729834.750174,,,
60001071,11790928_130017262_JDF,Chicago,36,144,36,2024-03-18T21:59:02.000+00:00,2024-03-18T21:59:50.000+00:00,2024-03-18T21:59:02.000,2024-03-18T21:59:50.000,0,750,No,60001071_10809415_1710799053000_1710799053000,528.0,1c666851-a007-4085-9cb4-edf1c38b0ebb,221525972,0,B2,False,0,0,0,144,IMPRESSIONS,48,PRINTED,None,36,SHEETS,130017262     14pt C1S Gloss Cover,36,None,None,None,None,None,None,36.0,EGY3Y280534.750242,Cyan,36.0,EGC3Y249834.750404,Magenta,36.0,EGM3Y296134.750149,Black,36.0,EGK3Y729834.750174,,,
60001071,11790676_130017262_JDF,Chicago,2,16,2,2024-03-18T22:01:12.000+00:00,2024-03-18T22:01:34.000+00:00,2024-03-18T22:01:12.000,2024-03-18T22:01:34.000,0,750,No,60001071_10809357_1710798871000_1710798871000,528.0,1c666851-a007-4085-9cb4-edf1c38b0ebb,221525974,0,B2,True,0,0,0,16,IMPRESSIONS,22,PRINTED,None,2,SHEETS,130017262     14pt C1S Gloss Cover,2,None,None,None,None,None,None,4.0,EGY3Y280534.750242,Cyan,4.0,EGC3Y249834.750404,Magenta,4.0,EGM3Y296134.750149,Black,4.0,EGK3Y729834.750174,,,
60001071,11790676_130017262_JDF,Chicago,13,104,13,2024-03-18T22:01:49.000+00:00,2024-03-18T22:02:30.000+00:00,2024-03-18T22:01:49.000,2024-03-18T22:02:30.000,0,750,No,60001071_10809357_1710798871000_1710798871000,528.0,1c666851-a007-4085-9cb4-edf1c38b0ebb,221525975,0,B2,True,0,0,0,104,IMPRESSIONS,41,PRINTED,None,13,SHEETS,130017262     14pt C1S Gloss Cover,13,None,None,None,None,None,None,26.0,EGY3Y280534.750242,Cyan,26.0,EGC3Y249834.750404,Magenta,26.0,EGM3Y296134.750149,Black,26.0,EGK3Y729834.750174,,,
47200165,DBHJEK_130016592_JDF,Chicago,22,170,22,2024-03-18T21:49:45.000+00:00,2024-03-18T21:51:10.000+00:00,2024-03-18T21:49:45.000,2024-03-18T21:51:10.000,0,331,No,47200165_1773898_1710795796000_1710795796000,482.6,62773841-83fc-4251-aa11-864a43545e15,221528345,0,A3,True,0,0,1,169,IMPRESSIONS,85,PRINTED,None,22,SHEETS,PSP-130016592-14pt C2S Gloss Cover,22,None,None,None,None,None,None,42.0,ef052y842007py,Cyan,42.0,EF013Y9657ZVTI,Magenta,43.0,EF033Y60774V7Q,Black,43.0,EF073Y6833FG42,,,
47200165,DBINE5_130017048_JDF,Chicago,104,839,104,2024-03-18T21:58:54.000+00:00,2024-03-18T22:02:31.000+00:00,2024-03-18T21:58:54.000,2024-03-18T22:02:31.000,0,330,No,47200165_1774167_1710799024000_1710799024000,483.0,62773841-83fc-4251-aa11-864a43545e15,221528346,0,A3,True,0,0,0,839,IMPRESSIONS,217,ABORTED,None,104,SHEETS,RLM-726913-100# Uncoated Cover 13x19,104,None,None,None,None,None,None,210.0,ef052y842007py,Cyan,210.0,EF013Y9657ZVTI,Magenta,210.0,EF033Y60774V7Q,Black,209.0,EF073Y6833FG42,,,
47200165,DBINE5_130017048_JDF,Chicago,0,0,0,2024-03-18T22:04:18.000+00:00,2024-03-18T22:04:35.000+00:00,2024-03-18T22:04:18.000,2024-03-18T22:04:35.000,0,330,No,47200165_1774167_1710799024000_1710799024000,483.0,62773841-83fc-4251-aa11-864a43545e15,221528347,-1,A3,True,0,0,0,0,IMPRESSIONS,17,ABORTED,None,None,None,,,,,,,,,,,,,,,,,,,,,,
47200165,DBINE5_130017048_JDF,Chicago,251,2012,251,2024-03-18T22:05:19.000+00:00,2024-03-18T22:14:29.000+00:00,2024-03-18T22:05:19.000,2024-03-18T22:14:29.000,0,330,No,47200165_1774167_1710799024000_1710799024000,483.0,62773841-83fc-4251-aa11-864a43545e15,221535449,0,A3,True,0,0,0,2012,IMPRESSIONS,550,ABORTED,None,251,SHEETS,RLM-726913-100# Uncoated Cover 13x19,251,None,None,None,None,None,None,503.0,ef052y842007py,Cyan,503.0,EF013Y9657ZVTI,Magenta,503.0,EF033Y60774V7Q,Black,503.0,EF073Y6833FG42,,,
47200165,DBINE5_130017048_JDF,Chicago,132,1050,132,2024-03-18T22:17:28.000+00:00,2024-03-18T22:22:03.000+00:00,2024-03-18T22:17:28.000,2024-03-18T22:22:03.000,0,330,No,47200165_1774167_1710799024000_1710799024000,483.0,62773841-83fc-4251-aa11-864a43545e15,221539120,0,A3,True,0,0,1,1049,IMPRESSIONS,275,PRINTED,None,132,SHEETS,RLM-726913-100# Uncoated Cover 13x19,132,None,None,None,None,None,None,262.0,ef052y842007py,Cyan,262.0,EF013Y9657ZVTI,Magenta,263.0,EF033Y60774V7Q,Black,263.0,EF073Y6833FG42,,,
60001112,11790924_130017262_2_JDF,Chicago,2,16,2,2024-03-18T22:37:50.000+00:00,2024-03-18T22:38:20.000+00:00,2024-03-18T22:37:50.000,2024-03-18T22:38:20.000,0,750,No,60001112_738160_1710801500000_1710801500000,530.0,2607605d-ecc6-49f3-9488-b495786295be,221540879,0,B2,True,0,0,0,16,IMPRESSIONS,30,PRINTED,None,2,SHEETS,130017262      14pt C1S Gloss Cover,2,None,None,None,None,None,None,4.0,EG00Y2Y417634.759EKW,Cyan,4.0,EGC3Y249834.750382,Magenta,4.0,EGM3Y296134.750196,Black,4.0,EGK3Y729834.750173,,,
47200165,IMP_2354903.pdf,Chicago,2,16,2,2024-03-18T22:32:29.000+00:00,2024-03-18T22:33:07.000+00:00,2024-03-18T22:32:29.000,2024-03-18T22:33:07.000,0,331,No,47200165_1774315_1710801187000_1710801187000,482.6,62773841-83fc-4251-aa11-864a43545e15,221545782,0,A3,True,0,0,0,16,IMPRESSIONS,38,PRINTED,None,2,SHEETS,PSP-130015965-16pt Coated Gloss Cover,2,None,None,None,None,None,None,4.0,ef052y842007py,Cyan,4.0,EF013Y9657ZVTI,Magenta,4.0,EF033Y60774V7Q,Black,4.0,EF073Y6833FG42,,,
60001112,11790924_130017262_1_JDF,Chicago,2,16,2,2024-03-18T22:40:14.000+00:00,2024-03-18T22:40:39.000+00:00,2024-03-18T22:40:14.000,2024-03-18T22:40:39.000,0,750,No,60001112_738216_1710801639000_1710801639000,530.0,2607605d-ecc6-49f3-9488-b495786295be,221547740,0,B2,True,0,0,0,16,IMPRESSIONS,25,PRINTED,None,2,SHEETS,130017262      14pt C1S Gloss Cover,2,None,None,None,None,None,None,4.0,EG00Y2Y417634.759EKW,Cyan,4.0,EGC3Y249834.750382,Magenta,4.0,EGM3Y296134.750196,Black,4.0,EGK3Y729834.750173,,,
60001112,11790923_130017262_JDF,Chicago,2,16,2,2024-03-18T22:40:56.000+00:00,2024-03-18T22:41:21.000+00:00,2024-03-18T22:40:56.000,2024-03-18T22:41:21.000,0,750,No,60001112_738265_1710801681000_1710801681000,530.0,2607605d-ecc6-49f3-9488-b495786295be,221547741,0,B2,True,0,0,0,16,IMPRESSIONS,25,PRINTED,None,2,SHEETS,130017262      14pt C1S Gloss Cover,2,None,None,None,None,None,None,4.0,EG00Y2Y417634.759EKW,Cyan,4.0,EGC3Y249834.750382,Magenta,4.0,EGM3Y296134.750196,Black,4.0,EGK3Y729834.750173,,,
60001112,11790924_130017262_2_JDF,Chicago,108,873,108,2024-03-18T22:41:48.000+00:00,2024-03-18T22:48:49.000+00:00,2024-03-18T22:41:48.000,2024-03-18T22:48:49.000,0,750,No,60001112_738160_1710801500000_1710801500000,530.0,2607605d-ecc6-49f3-9488-b495786295be,221547744,0,B2,True,0,0,0,873,IMPRESSIONS,421,ABORTED,None,108,SHEETS,130017262      14pt C1S Gloss Cover,108,None,None,None,None,None,None,219.0,EG00Y2Y417634.759EKW,Cyan,218.0,EGC3Y249834.750382,Magenta,218.0,EGM3Y296134.750196,Black,218.0,EGK3Y729834.750173,,,
47200165,IMP_2355908.pdf,Chicago,2,16,2,2024-03-18T22:35:05.000+00:00,2024-03-18T22:35:42.000+00:00,2024-03-18T22:35:05.000,2024-03-18T22:35:42.000,0,331,No,47200165_1774336_1710801342000_1710801342000,482.6,62773841-83fc-4251-aa11-864a43545e15,221549432,0,A3,True,0,0,0,16,IMPRESSIONS,37,PRINTED,None,2,SHEETS,PSP-130015965-16pt Coated Gloss Cover,2,None,None,None,None,None,None,4.0,ef052y842007py,Cyan,4.0,EF013Y9657ZVTI,Magenta,4.0,EF033Y60774V7Q,Black,4.0,EF073Y6833FG42,,,
47200165,IMP_2356404.pdf,Chicago,2,16,2,2024-03-18T22:36:23.000+00:00,2024-03-18T22:37:00.000+00:00,2024-03-18T22:36:23.000,2024-03-18T22:37:00.000,0,331,No,47200165_1774346_1710801420000_1710801420000,482.6,62773841-83fc-4251-aa11-864a43545e15,221549433,0,A3,True,0,0,0,16,IMPRESSIONS,37,PRINTED,None,2,SHEETS,PSP-130015965-16pt Coated Gloss Cover,2,None,None,None,None,None,None,4.0,ef052y842007py,Cyan,4.0,EF013Y9657ZVTI,Magenta,4.0,EF033Y60774V7Q,Black,4.0,EF073Y6833FG42,,,
47200165,IMP_2354903.pdf,Chicago,6,42,6,2024-03-18T22:34:03.000+00:00,2024-03-18T22:34:47.000+00:00,2024-03-18T22:34:03.000,2024-03-18T22:34:47.000,0,331,No,47200165_1774315_1710801187000_1710801187000,482.6,62773841-83fc-4251-aa11-864a43545e15,221549434,0,A3,True,0,0,1,41,IMPRESSIONS,44,PRINTED,None,6,SHEETS,PSP-130015965-16pt Coated Gloss Cover,6,None,None,None,None,None,None,10.0,ef052y842007py,Cyan,10.0,EF013Y9657ZVTI,Magenta,11.0,EF033Y60774V7Q,Black,11.0,EF073Y6833FG42,,,
47200165,IMP_2356328_PS.pdf,Chicago,2,20,2,2024-03-18T22:43:48.000+00:00,2024-03-18T22:44:27.000+00:00,2024-03-18T22:43:48.000,2024-03-18T22:44:27.000,0,331,No,47200165_1774360_1710801867000_1710801867000,482.6,62773841-83fc-4251-aa11-864a43545e15,221549435,0,A3,True,0,0,0,20,IMPRESSIONS,39,PRINTED,None,2,SHEETS,RLM-724912- 100# velvet cover 13x19,2,None,None,None,None,None,None,4.0,ef052y842007py,P425CR,4.0,None,Black,4.0,EF073Y6833FG42,Magenta,4.0,EF033Y60774V7Q,Cyan,4.0,EF013Y9657ZVTI
47200165,IMP_2356329_PS.pdf,Chicago,2,20,2,2024-03-18T22:49:33.000+00:00,2024-03-18T22:50:10.000+00:00,2024-03-18T22:49:33.000,2024-03-18T22:50:10.000,0,331,No,47200165_1774404_1710802210000_1710802210000,482.6,62773841-83fc-4251-aa11-864a43545e15,221549439,0,A3,True,0,0,0,20,IMPRESSIONS,37,PRINTED,None,2,SHEETS,RLM-724912- 100# velvet cover 13x19,2,None,None,None,None,None,None,4.0,ef052y842007py,P425CR,4.0,None,Black,4.0,EF073Y6833FG42,Magenta,4.0,EF033Y60774V7Q,Cyan,4.0,EF013Y9657ZVTI
47200165,IMP_2356329_PS.pdf,Chicago,61,602,61,2024-03-18T22:50:31.000+00:00,2024-03-18T22:54:15.000+00:00,2024-03-18T22:50:31.000,2024-03-18T22:54:15.000,0,331,No,47200165_1774404_1710802210000_1710802210000,482.6,62773841-83fc-4251-aa11-864a43545e15,221555992,0,A3,True,0,0,1,601,IMPRESSIONS,224,PRINTED,None,61,SHEETS,RLM-724912- 100# velvet cover 13x19,61,None,None,None,None,None,None,120.0,ef052y842007py,P425CR,120.0,None,Black,121.0,EF073Y6833FG42,Magenta,121.0,EF033Y60774V7Q,Cyan,120.0,EF013Y9657ZVTI
47200165,IMP_2356328_PS.pdf,Chicago,61,602,61,2024-03-18T22:45:32.000+00:00,2024-03-18T22:49:14.000+00:00,2024-03-18T22:45:32.000,2024-03-18T22:49:14.000,0,331,No,47200165_1774360_1710801867000_1710801867000,482.6,62773841-83fc-4251-aa11-864a43545e15,221555993,0,A3,True,0,0,1,601,IMPRESSIONS,222,PRINTED,None,61,SHEETS,RLM-724912- 100# velvet cover 13x19,61,None,None,None,None,None,None,120.0,ef052y842007py,P425CR,120.0,None,Black,121.0,EF073Y6833FG42,Magenta,121.0,EF033Y60774V7Q,Cyan,120.0,EF013Y9657ZVTI
47200165,IMP_2355820.pdf,Chicago,2,16,2,2024-03-18T22:59:16.000+00:00,2024-03-18T22:59:52.000+00:00,2024-03-18T22:59:16.000,2024-03-18T22:59:52.000,0,330,No,47200165_1774453_1710802792000_1710802792000,482.9,62773841-83fc-4251-aa11-864a43545e15,221555994,0,A3,True,0,0,0,16,IMPRESSIONS,36,PRINTED,None,2,SHEETS,RLM-724812-80# Velvet Cover 13x19,2,None,None,None,None,None,None,4.0,ef052y842007py,Cyan,4.0,EF013Y9657ZVTI,Magenta,4.0,EF033Y60774V7Q,Black,4.0,EF073Y6833FG42,,,
60001112,11790924_130017262_2_JDF,Chicago,181,1448,181,2024-03-18T22:53:29.000+00:00,2024-03-18T23:04:58.000+00:00,2024-03-18T22:53:29.000,2024-03-18T23:04:58.000,0,750,No,60001112_738160_1710801500000_1710801500000,530.0,2607605d-ecc6-49f3-9488-b495786295be,221557509,0,B2,True,0,0,0,1448,IMPRESSIONS,689,PRINTED,None,181,SHEETS,130017262      14pt C1S Gloss Cover,181,None,None,None,None,None,None,362.0,EG00Y2Y417634.759EKW,Cyan,362.0,EGC3Y249834.750382,Magenta,362.0,EGM3Y296134.750196,Black,362.0,EGK3Y729834.750173,,,
60001112,11790924_130017262_1_JDF,Chicago,37,312,37,2024-03-18T23:04:09.000+00:00,2024-03-18T23:07:29.000+00:00,2024-03-18T23:04:09.000,2024-03-18T23:07:29.000,0,750,No,60001112_738216_1710801639000_1710801639000,530.0,2607605d-ecc6-49f3-9488-b495786295be,221557512,0,B2,True,0,0,0,312,IMPRESSIONS,200,ABORTED,None,37,SHEETS,130017262      14pt C1S Gloss Cover,37,None,None,None,None,None,None,78.0,EG00Y2Y417634.759EKW,Cyan,78.0,EGC3Y249834.750382,Magenta,78.0,EGM3Y296134.750196,Black,78.0,EGK3Y729834.750173,,,
47200165,IMP_2355820.pdf,Chicago,106,842,106,2024-03-18T23:00:17.000+00:00,2024-03-18T23:04:25.000+00:00,2024-03-18T23:00:17.000,2024-03-18T23:04:25.000,0,330,No,47200165_1774453_1710802792000_1710802792000,482.9,62773841-83fc-4251-aa11-864a43545e15,221559156,0,A3,True,0,0,1,841,IMPRESSIONS,248,PRINTED,None,106,SHEETS,RLM-724812-80# Velvet Cover 13x19,106,None,None,None,None,None,None,210.0,ef052y842007py,Cyan,210.0,EF013Y9657ZVTI,Magenta,211.0,EF033Y60774V7Q,Black,211.0,EF073Y6833FG42,,,
47200165,IMP_2355819.pdf,Chicago,2,16,2,2024-03-18T23:06:00.000+00:00,2024-03-18T23:06:36.000+00:00,2024-03-18T23:06:00.000,2024-03-18T23:06:36.000,0,330,No,47200165_1774481_1710803196000_1710803196000,482.9,62773841-83fc-4251-aa11-864a43545e15,221559157,0,A3,True,0,0,0,16,IMPRESSIONS,36,PRINTED,None,2,SHEETS,RLM-724812-80# Velvet Cover 13x19,2,None,None,None,None,None,None,4.0,ef052y842007py,Cyan,4.0,EF013Y9657ZVTI,Magenta,4.0,EF033Y60774V7Q,Black,4.0,EF073Y6833FG42,,,
47200165,IMP_2355819.pdf,Chicago,106,842,106,2024-03-18T23:07:37.000+00:00,2024-03-18T23:11:49.000+00:00,2024-03-18T23:07:37.000,2024-03-18T23:11:49.000,0,330,No,47200165_1774481_1710803196000_1710803196000,482.9,62773841-83fc-4251-aa11-864a43545e15,221559160,0,A3,True,0,0,1,841,IMPRESSIONS,252,PRINTED,None,106,SHEETS,RLM-724812-80# Velvet Cover 13x19,106,None,None,None,None,None,None,210.0,ef052y842007py,Cyan,210.0,EF013Y9657ZVTI,Magenta,211.0,EF033Y60774V7Q,Black,211.0,EF073Y6833FG42,,,
47200165,IMP_2355681.pdf,Chicago,2,16,2,2024-03-18T23:12:06.000+00:00,2024-03-18T23:12:41.000+00:00,2024-03-18T23:12:06.000,2024-03-18T23:12:41.000,0,330,No,47200165_1774524_1710803561000_1710803561000,482.9,62773841-83fc-4251-aa11-864a43545e15,221562576,0,A3,True,0,0,0,16,IMPRESSIONS,35,PRINTED,None,2,SHEETS,RLM-724812-80# Velvet Cover 13x19,2,None,None,None,None,None,None,4.0,ef052y842007py,Cyan,4.0,EF013Y9657ZVTI,Magenta,4.0,EF033Y60774V7Q,Black,4.0,EF073Y6833FG42,,,
47200165,IMP_2355681.pdf,Chicago,2,16,2,2024-03-18T23:14:42.000+00:00,2024-03-18T23:15:17.000+00:00,2024-03-18T23:14:42.000,2024-03-18T23:15:17.000,0,330,No,47200165_1774524_1710803561000_1710803561000,482.9,62773841-83fc-4251-aa11-864a43545e15,221562578,0,A3,True,0,0,0,16,IMPRESSIONS,35,PRINTED,None,2,SHEETS,RLM-724812-80# Velvet Cover 13x19,2,None,None,None,None,None,None,4.0,ef052y842007py,Cyan,4.0,EF013Y9657ZVTI,Magenta,4.0,EF033Y60774V7Q,Black,4.0,EF073Y6833FG42,,,
47200165,11791057_130014887_JDF,Chicago,2,16,2,2024-03-18T23:18:14.000+00:00,2024-03-18T23:18:50.000+00:00,2024-03-18T23:18:14.000,2024-03-18T23:18:50.000,0,331,No,47200165_1774556_1710803930000_1710803930000,482.6,62773841-83fc-4251-aa11-864a43545e15,221562579,0,A3,True,0,0,0,16,IMPRESSIONS,36,PRINTED,None,2,SHEETS,PSP-1307398-15pt Velvet,2,None,None,None,None,None,None,4.0,ef052y842007py,Cyan,4.0,EF013Y9657ZVTI,Magenta,4.0,EF033Y60774V7Q,Black,4.0,EF073Y6833FG42,,,
