pressSerialNumber,jobName,siteName,copies,impressions,printedSheets,jobSubmitTime,jobCompleteTime,jobSubmitTimeLocalized,jobCompleteTimeLocalized,epmImpressions,width,useOfVDP,printedJobId,height,deviceId,marker,repeatLength,impressionsType,duplex,oneShotImpressions,impressions1Color,impressions2Colors,impressionsNColors,inkUnits,jobElapseTime,jobProgress,jobCollation,substrateUnits_value,substrateUnits_unit,substrates_1_name,substrates_1_amountUsed,substrates_2_name,substrates_2_amountUsed,substrates_3_name,substrates_3_amountUsed,substrates_4_name,substrates_4_amountUsed,inks_1_amountUsed,inks_1_inkSerialNumber,inks_2_color,inks_2_amountUsed,inks_2_inkSerialNumber,inks_3_color,inks_3_amountUsed,inks_3_inkSerialNumber,inks_4_color,inks_4_amountUsed,inks_4_inkSerialNumber,inks_5_color,inks_5_amountUsed,inks_5_inkSerialNumber
60001112,11790925_130017293_JDF,Chicago,52,208,52,2024-03-19T01:28:21.000+00:00,2024-03-19T01:29:23.000+00:00,2024-03-19T01:28:21.000,2024-03-19T01:29:23.000,0,749,No,60001112_741113_1710811657000_1710811657000,527.0,2607605d-ecc6-49f3-9488-b495786295be,221646322,0,B2,False,0,0,0,208,IMPRESSIONS,62,PRINTED,None,52,SHEETS,130017293      14pt Uncoated Cover,52,None,None,None,None,None,None,52.0,EG00Y2Y417634.759EKW,Cyan,52.0,EGC3Y249834.750370,Magenta,52.0,EGM3Y296134.750196,Black,52.0,EGK3Y729834.750173,,,
60001112,11791005_130016755_JDF,Chicago,52,416,52,2024-03-19T01:14:16.000+00:00,2024-03-19T01:16:08.000+00:00,2024-03-19T01:14:16.000,2024-03-19T01:16:08.000,0,-1,-1,60001112_740482_1710810095000_1710810095000,-1.0,2607605d-ecc6-49f3-9488-b495786295be,221651973,0,B2,False,0,0,0,416,IMPRESSIONS,112,PRINTED,None,52,SHEETS,130016755      14pt C2S Gloss Cover,52,None,None,None,None,None,None,104.0,EG00Y2Y417634.759EKW,Cyan,104.0,EGC3Y249834.750382,Magenta,104.0,EGM3Y296134.750196,Black,104.0,EGK3Y729834.750173,,,
60001112,11790179_130015192_1_JDF,Chicago,2,8,2,2024-03-19T01:40:10.000+00:00,2024-03-19T01:40:39.000+00:00,2024-03-19T01:40:10.000,2024-03-19T01:40:39.000,0,-1,-1,60001112_741275_1710812439000_1710812439000,-1.0,2607605d-ecc6-49f3-9488-b495786295be,221651974,0,B2,False,0,0,0,8,IMPRESSIONS,29,PRINTED,None,2,SHEETS,130015070      13pt Matte Cover Recycle,2,None,None,None,None,None,None,2.0,EG00Y2Y417634.759EKW,Cyan,2.0,EGC3Y249834.750370,Magenta,2.0,EGM3Y296134.750196,Black,2.0,EGK3Y729834.750173,,,
60001112,11790179_130015192_1_JDF,Chicago,294,1176,294,2024-03-19T01:41:12.000+00:00,2024-03-19T01:45:38.000+00:00,2024-03-19T01:41:12.000,2024-03-19T01:45:38.000,0,749,No,60001112_741275_1710812439000_1710812439000,527.0,2607605d-ecc6-49f3-9488-b495786295be,221651977,0,B2,False,0,0,0,1176,IMPRESSIONS,266,PRINTED,None,294,SHEETS,130015070      13pt Matte Cover Recycle,294,None,None,None,None,None,None,294.0,EG00Y2Y417634.759EKW,Cyan,294.0,EGC3Y249834.750370,Magenta,294.0,EGM3Y296134.750196,Black,294.0,EGK3Y729834.750173,,,
60001112,11790179_130015192_2_JDF,Chicago,134,539,134,2024-03-19T01:45:10.000+00:00,2024-03-19T01:47:54.000+00:00,2024-03-19T01:45:10.000,2024-03-19T01:47:54.000,0,749,No,60001112_741434_1710812874000_1710812874000,527.0,2607605d-ecc6-49f3-9488-b495786295be,221651981,0,B2,False,0,0,0,539,IMPRESSIONS,164,ABORTED,None,134,SHEETS,130015070      13pt Matte Cover Recycle,134.0,None,None,None,None,None,None,135.0,EG00Y2Y417634.759EKW,Cyan,135.0,EGC3Y249834.750370,Magenta,135.0,EGM3Y296134.750196,Black,134.0,EGK3Y729834.750173,,,
60001112,11790179_130015192_2_JDF,Chicago,779,3118,779,2024-03-19T01:49:43.000+00:00,2024-03-19T02:01:37.000+00:00,2024-03-19T01:49:43.000,2024-03-19T02:01:37.000,0,749,No,60001112_741434_1710812874000_1710812874000,527.0,2607605d-ecc6-49f3-9488-b495786295be,221674910,0,B2,False,0,0,0,3118,IMPRESSIONS,714,ABORTED,None,779,SHEETS,130015070      13pt Matte Cover Recycle,779.0,None,None,None,None,None,None,780.0,EG00Y2Y417634.759EKW,Cyan,779.0,EGC3Y249834.750370,Magenta,780.0,EGM3Y296134.750196,Black,779.0,EGK3Y729834.750173,,,
60001112,11790179_130015192_2_JDF,Chicago,95,380,95,2024-03-19T02:07:31.000+00:00,2024-03-19T02:09:20.000+00:00,2024-03-19T02:07:31.000,2024-03-19T02:09:20.000,0,749,No,60001112_741434_1710812874000_1710812874000,527.0,2607605d-ecc6-49f3-9488-b495786295be,221674914,0,B2,False,0,0,0,380,IMPRESSIONS,109,PRINTED,None,95,SHEETS,130015070      13pt Matte Cover Recycle,95.0,None,None,None,None,None,None,95.0,EG00Y2Y417634.759EKW,Cyan,95.0,EGC3Y249834.750370,Magenta,95.0,EGM3Y296134.750196,Black,95.0,EGK3Y729834.750173,,,
60001112,11790179_130015192_3_JDF,Chicago,504,2016,504,2024-03-19T02:08:51.000+00:00,2024-03-19T02:16:40.000+00:00,2024-03-19T02:08:51.000,2024-03-19T02:16:40.000,0,749,No,60001112_742176_1710814600000_1710814600000,527.0,2607605d-ecc6-49f3-9488-b495786295be,221674921,0,B2,False,0,0,0,2016,IMPRESSIONS,469,PRINTED,None,504,SHEETS,130015070      13pt Matte Cover Recycle,504.0,None,None,None,None,None,None,504.0,EG00Y2Y417634.759EKW,Cyan,504.0,EGC3Y249834.750370,Magenta,504.0,EGM3Y296134.750196,Black,504.0,EGK3Y729834.750173,,,
60001112,11790930_130015192_JDF,Chicago,132,1056,132,2024-03-19T02:16:10.000+00:00,2024-03-19T02:20:26.000+00:00,2024-03-19T02:16:10.000,2024-03-19T02:20:26.000,0,749,No,60001112_742224_1710814826000_1710814826000,527.0,2607605d-ecc6-49f3-9488-b495786295be,221686087,0,B2,True,0,0,0,1056,IMPRESSIONS,256,PRINTED,None,132,SHEETS,130015070      13pt Matte Cover Recycle,132.0,None,None,None,None,None,None,264.0,EG00Y2Y417634.759EKW,Cyan,264.0,EGC3Y249834.750370,Magenta,264.0,EGM3Y296134.750196,Black,264.0,EGK3Y729834.750173,,,
47200165,DBIL4L_130015965_JDF,Chicago,35,274,35,2024-03-19T01:19:28.000+00:00,2024-03-19T01:21:25.000+00:00,2024-03-19T01:19:28.000,2024-03-19T01:21:25.000,0,331,No,47200165_1775075_1710810669000_1710810669000,482.6,62773841-83fc-4251-aa11-864a43545e15,221694744,0,A3,True,0,0,1,273,IMPRESSIONS,117,PRINTED,None,35,SHEETS,PSP-130015965-16pt Coated Gloss Cover,35.0,None,None,None,None,None,None,68.0,ef052y842007py,Cyan,68.0,EF013Y9657ZVTI,Magenta,69.0,EF033Y60774V7Q,Black,69.0,EF073Y6833FG42,,,
47200165,DBIPWP_130015965_JDF,Chicago,28,218,28,2024-03-19T02:38:22.000+00:00,2024-03-19T02:40:01.000+00:00,2024-03-19T02:38:22.000,2024-03-19T02:40:01.000,0,331,No,47200165_1775293_1710816001000_1710816001000,482.6,62773841-83fc-4251-aa11-864a43545e15,221700395,0,A3,True,0,0,1,217,IMPRESSIONS,99,PRINTED,None,28,SHEETS,PSP-130015965-16pt Coated Gloss Cover,28.0,None,None,None,None,None,None,54.0,ef052y842007py,Cyan,54.0,EF013Y9657ZVTI,Magenta,55.0,EF033Y60774V7Q,Black,55.0,EF073Y6833FG42,,,
47200165,IMP_2355908.pdf,Chicago,2,16,2,2024-03-19T02:41:19.000+00:00,2024-03-19T02:41:55.000+00:00,2024-03-19T02:41:19.000,2024-03-19T02:41:55.000,0,331,No,47200165_1774336_1710801342000_1710801342000,482.6,62773841-83fc-4251-aa11-864a43545e15,221700396,0,A3,True,0,0,0,16,IMPRESSIONS,36,PRINTED,None,2,SHEETS,PSP-130015965-16pt Coated Gloss Cover,2.0,None,None,None,None,None,None,4.0,ef052y842007py,Cyan,4.0,EF013Y9657ZVTI,Magenta,4.0,EF033Y60774V7Q,Black,4.0,EF073Y6833FG42,,,
47200165,IMP_2355908.pdf,Chicago,3,28,3,2024-03-19T02:43:04.000+00:00,2024-03-19T02:43:49.000+00:00,2024-03-19T02:43:04.000,2024-03-19T02:43:49.000,0,331,No,47200165_1774336_1710801342000_1710801342000,482.6,62773841-83fc-4251-aa11-864a43545e15,221706699,0,A3,True,0,0,0,28,IMPRESSIONS,45,ABORTED,None,3,SHEETS,PSP-130015965-16pt Coated Gloss Cover,3.0,None,None,None,None,None,None,7.0,ef052y842007py,Cyan,7.0,EF013Y9657ZVTI,Magenta,7.0,EF033Y60774V7Q,Black,7.0,EF073Y6833FG42,,,
47200165,IMP_2356404.pdf,Chicago,2,20,2,2024-03-19T02:48:14.000+00:00,2024-03-19T02:48:51.000+00:00,2024-03-19T02:48:14.000,2024-03-19T02:48:51.000,0,331,No,47200165_1774346_1710801420000_1710801420000,482.6,62773841-83fc-4251-aa11-864a43545e15,221706702,0,A3,True,0,0,0,20,IMPRESSIONS,37,PRINTED,None,2,SHEETS,PSP-130015965-16pt Coated Gloss Cover,2.0,None,None,None,None,None,None,4.0,ef052y842007py,Cyan,4.0,EF013Y9657ZVTI,Magenta,4.0,EF033Y60774V7Q,Black,8.0,EF073Y6833FG42,,,
47200165,IMP_2355908.pdf,Chicago,3,28,3,2024-03-19T02:43:04.000+00:00,2024-03-19T02:43:49.000+00:00,2024-03-19T02:43:04.000,2024-03-19T02:43:49.000,0,331,No,47200165_1774336_1710801342000_1710801342000,482.6,62773841-83fc-4251-aa11-864a43545e15,221713072,0,A3,True,0,0,0,28,IMPRESSIONS,45,ABORTED,None,3,SHEETS,PSP-130015965-16pt Coated Gloss Cover,3.0,None,None,None,None,None,None,7.0,ef052y842007py,Cyan,7.0,EF013Y9657ZVTI,Magenta,7.0,EF033Y60774V7Q,Black,7.0,EF073Y6833FG42,,,
47200165,IMP_2356404.pdf,Chicago,2,20,2,2024-03-19T02:48:14.000+00:00,2024-03-19T02:48:51.000+00:00,2024-03-19T02:48:14.000,2024-03-19T02:48:51.000,0,331,No,47200165_1774346_1710801420000_1710801420000,482.6,62773841-83fc-4251-aa11-864a43545e15,221713075,0,A3,True,0,0,0,20,IMPRESSIONS,37,PRINTED,None,2,SHEETS,PSP-130015965-16pt Coated Gloss Cover,2.0,None,None,None,None,None,None,4.0,ef052y842007py,Cyan,4.0,EF013Y9657ZVTI,Magenta,4.0,EF033Y60774V7Q,Black,8.0,EF073Y6833FG42,,,
60001071,1427368_2_of_2_Duplex.pdf,Chicago,2,16,2,2024-03-19T02:57:07.000+00:00,2024-03-19T02:59:01.000+00:00,2024-03-19T02:57:07.000,2024-03-19T02:59:01.000,0,750,No,60001071_10810996_1710817141000_1710817141000,528.0,1c666851-a007-4085-9cb4-edf1c38b0ebb,221721574,0,B2,True,0,0,0,16,IMPRESSIONS,114,PRINTED,None,2,SHEETS,130016708     70lb Uncoated Text,2.0,None,None,None,None,None,None,4.0,EGY3Y280534.750242,Cyan,4.0,EGC3Y249834.750404,Magenta,4.0,EGM3Y296134.750149,Black,4.0,EGK3Y729834.750174,,,
60001071,1427368_2_of_2_Duplex.pdf,Chicago,2,16,2,2024-03-19T02:59:33.000+00:00,2024-03-19T02:59:58.000+00:00,2024-03-19T02:59:33.000,2024-03-19T02:59:58.000,0,750,No,60001071_10810996_1710817141000_1710817141000,528.0,1c666851-a007-4085-9cb4-edf1c38b0ebb,221721575,0,B2,True,0,0,0,16,IMPRESSIONS,25,PRINTED,None,2,SHEETS,130016708     70lb Uncoated Text,2.0,None,None,None,None,None,None,4.0,EGY3Y280534.750242,Cyan,4.0,EGC3Y249834.750404,Magenta,4.0,EGM3Y296134.750149,Black,4.0,EGK3Y729834.750174,,,
60001071,1427368_2_of_2_Duplex.pdf,Chicago,5,34,5,2024-03-19T03:00:26.000+00:00,2024-03-19T03:01:02.000+00:00,2024-03-19T03:00:26.000,2024-03-19T03:01:02.000,0,750,No,60001071_10810996_1710817141000_1710817141000,528.0,1c666851-a007-4085-9cb4-edf1c38b0ebb,221721576,0,B2,True,0,0,1,33,IMPRESSIONS,36,PRINTED,None,5,SHEETS,130016708     70lb Uncoated Text,5.0,None,None,None,None,None,None,8.0,EGY3Y280534.750242,Cyan,9.0,EGC3Y249834.750404,Magenta,8.0,EGM3Y296134.750149,Black,9.0,EGK3Y729834.750174,,,
47200165,IMP_2356404.pdf,Chicago,2,20,2,2024-03-19T02:50:57.000+00:00,2024-03-19T02:51:34.000+00:00,2024-03-19T02:50:57.000,2024-03-19T02:51:34.000,0,331,No,47200165_1774346_1710801420000_1710801420000,482.6,62773841-83fc-4251-aa11-864a43545e15,221725227,0,A3,True,0,0,0,20,IMPRESSIONS,37,PRINTED,None,2,SHEETS,PSP-130015965-16pt Coated Gloss Cover,2.0,None,None,None,None,None,None,4.0,ef052y842007py,Cyan,4.0,EF013Y9657ZVTI,Magenta,4.0,EF033Y60774V7Q,Black,8.0,EF073Y6833FG42,,,
47200165,IMP_2356404.pdf,Chicago,2,20,2,2024-03-19T02:54:54.000+00:00,2024-03-19T02:55:34.000+00:00,2024-03-19T02:54:54.000,2024-03-19T02:55:34.000,0,331,No,47200165_1774346_1710801420000_1710801420000,482.6,62773841-83fc-4251-aa11-864a43545e15,221725228,0,A3,True,0,0,0,20,IMPRESSIONS,40,PRINTED,None,2,SHEETS,PSP-130015965-16pt Coated Gloss Cover,2.0,None,None,None,None,None,None,4.0,ef052y842007py,Cyan,4.0,EF013Y9657ZVTI,Magenta,4.0,EF033Y60774V7Q,Black,8.0,EF073Y6833FG42,,,
60001071,1427368_1_of_2_Simplex.pdf,Chicago,39,154,39,2024-03-19T03:00:37.000+00:00,2024-03-19T03:02:15.000+00:00,2024-03-19T03:00:37.000,2024-03-19T03:02:15.000,0,750,No,60001071_10811115_1710817335000_1710817335000,528.0,1c666851-a007-4085-9cb4-edf1c38b0ebb,221727313,0,B2,False,0,0,1,153,IMPRESSIONS,98,PRINTED,None,39,SHEETS,130016708     70lb Uncoated Text,39.0,None,None,None,None,None,None,38.0,EGY3Y280534.750242,Cyan,39.0,EGC3Y249834.750404,Magenta,38.0,EGM3Y296134.750149,Black,39.0,EGK3Y729834.750174,,,
60001071,1427367.pdf,Chicago,102,409,102,2024-03-19T03:01:38.000+00:00,2024-03-19T03:05:19.000+00:00,2024-03-19T03:01:38.000,2024-03-19T03:05:19.000,0,750,No,60001071_10811132_1710817519000_1710817519000,528.0,1c666851-a007-4085-9cb4-edf1c38b0ebb,221727314,0,B2,False,0,0,0,409,IMPRESSIONS,221,ABORTED,None,102,SHEETS,130016708     70lb Uncoated Text,102.0,None,None,None,None,None,None,103.0,EGY3Y280534.750242,Cyan,102.0,EGC3Y249834.750404,Magenta,102.0,EGM3Y296134.750149,Black,102.0,EGK3Y729834.750174,,,
60001071,1427367.pdf,Chicago,23,90,23,2024-03-19T03:07:37.000+00:00,2024-03-19T03:09:12.000+00:00,2024-03-19T03:07:37.000,2024-03-19T03:09:12.000,0,750,No,60001071_10811132_1710817519000_1710817519000,528.0,1c666851-a007-4085-9cb4-edf1c38b0ebb,221727316,0,B2,False,0,0,1,89,IMPRESSIONS,95,PRINTED,None,23,SHEETS,130016708     70lb Uncoated Text,23.0,None,None,None,None,None,None,22.0,EGY3Y280534.750242,Cyan,23.0,EGC3Y249834.750404,Magenta,22.0,EGM3Y296134.750149,Black,23.0,EGK3Y729834.750174,,,
60001071,1427359_Letter.pdf,Chicago,45,181,45,2024-03-19T03:08:35.000+00:00,2024-03-19T03:10:39.000+00:00,2024-03-19T03:08:35.000,2024-03-19T03:10:39.000,0,750,No,60001071_10811231_1710817839000_1710817839000,528.0,1c666851-a007-4085-9cb4-edf1c38b0ebb,221727318,0,B2,False,0,0,0,181,IMPRESSIONS,124,ABORTED,None,45,SHEETS,130016708     70lb Uncoated Text,45.0,None,None,None,None,None,None,46.0,EGY3Y280534.750242,Cyan,45.0,EGC3Y249834.750404,Magenta,45.0,EGM3Y296134.750149,Black,45.0,EGK3Y729834.750174,,,
47200165,IMP_2355908.pdf,Chicago,11,82,11,2024-03-19T02:46:02.000+00:00,2024-03-19T02:46:35.000+00:00,2024-03-19T02:46:02.000,2024-03-19T02:46:35.000,0,331,No,47200165_1774336_1710801342000_1710801342000,482.6,62773841-83fc-4251-aa11-864a43545e15,221730783,0,A3,True,0,0,1,81,IMPRESSIONS,33,PRINTED,None,11,SHEETS,PSP-130015965-16pt Coated Gloss Cover,11.0,None,None,None,None,None,None,20.0,ef052y842007py,Cyan,20.0,EF013Y9657ZVTI,Magenta,21.0,EF033Y60774V7Q,Black,21.0,EF073Y6833FG42,,,
47200165,IMP_2356404.pdf,Chicago,13,122,13,2024-03-19T02:58:33.000+00:00,2024-03-19T02:59:53.000+00:00,2024-03-19T02:58:33.000,2024-03-19T02:59:53.000,0,331,No,47200165_1774346_1710801420000_1710801420000,482.6,62773841-83fc-4251-aa11-864a43545e15,221730784,0,A3,True,0,0,1,121,IMPRESSIONS,80,PRINTED,None,13,SHEETS,PSP-130015965-16pt Coated Gloss Cover,13.0,None,None,None,None,None,None,24.0,ef052y842007py,Cyan,24.0,EF013Y9657ZVTI,Magenta,25.0,EF033Y60774V7Q,Black,49.0,EF073Y6833FG42,,,
47200165,IMP_2355153.pdf,Chicago,14,106,14,2024-03-19T02:46:50.000+00:00,2024-03-19T02:47:54.000+00:00,2024-03-19T02:46:50.000,2024-03-19T02:47:54.000,0,331,No,47200165_1775341_1710816474000_1710816474000,482.6,62773841-83fc-4251-aa11-864a43545e15,221730785,0,A3,True,0,0,1,105,IMPRESSIONS,64,PRINTED,None,14,SHEETS,PSP-130015965-16pt Coated Gloss Cover,14.0,None,None,None,None,None,None,26.0,ef052y842007py,Cyan,26.0,EF013Y9657ZVTI,Magenta,27.0,EF033Y60774V7Q,Black,27.0,EF073Y6833FG42,,,
47200165,IMP_2355681.pdf,Chicago,2,16,2,2024-03-19T03:06:41.000+00:00,2024-03-19T03:07:16.000+00:00,2024-03-19T03:06:41.000,2024-03-19T03:07:16.000,0,330,No,47200165_1774524_1710803561000_1710803561000,482.9,62773841-83fc-4251-aa11-864a43545e15,221730786,0,A3,True,0,0,0,16,IMPRESSIONS,35,PRINTED,None,2,SHEETS,RLM-724812-80# Velvet Cover 13x19,2.0,None,None,None,None,None,None,4.0,ef052y842007py,Cyan,4.0,EF013Y9657ZVTI,Magenta,4.0,EF033Y60774V7Q,Black,4.0,EF073Y6833FG42,,,
47200165,IMP_2355681.pdf,Chicago,71,562,71,2024-03-19T03:08:04.000+00:00,2024-03-19T03:11:01.000+00:00,2024-03-19T03:08:04.000,2024-03-19T03:11:01.000,0,330,No,47200165_1774524_1710803561000_1710803561000,482.9,62773841-83fc-4251-aa11-864a43545e15,221741809,0,A3,True,0,0,1,561,IMPRESSIONS,177,PRINTED,None,71,SHEETS,RLM-724812-80# Velvet Cover 13x19,71.0,None,None,None,None,None,None,140.0,ef052y842007py,Cyan,140.0,EF013Y9657ZVTI,Magenta,141.0,EF033Y60774V7Q,Black,141.0,EF073Y6833FG42,,,
60001071,1427359_Letter.pdf,Chicago,114,454,114,2024-03-19T03:18:23.000+00:00,2024-03-19T03:22:38.000+00:00,2024-03-19T03:18:23.000,2024-03-19T03:22:38.000,0,750,No,60001071_10811231_1710817839000_1710817839000,528.0,1c666851-a007-4085-9cb4-edf1c38b0ebb,221743671,0,B2,False,0,0,1,453,IMPRESSIONS,255,PRINTED,None,114,SHEETS,130016708     70lb Uncoated Text,114.0,None,None,None,None,None,None,113.0,EGY3Y280534.750242,Cyan,114.0,EGC3Y249834.750404,Magenta,113.0,EGM3Y296134.750149,Black,114.0,EGK3Y729834.750174,,,
60001071,1427314.pdf,Chicago,2,16,2,2024-03-19T03:28:17.000+00:00,2024-03-19T03:28:48.000+00:00,2024-03-19T03:28:17.000,2024-03-19T03:28:48.000,0,749,No,60001071_10811392_1710818928000_1710818928000,527.0,1c666851-a007-4085-9cb4-edf1c38b0ebb,221743673,0,B2,True,0,0,0,16,IMPRESSIONS,31,PRINTED,None,2,SHEETS,130015621     16pt C2S Gloss Cover,2.0,None,None,None,None,None,None,4.0,EGY3Y280534.750242,Cyan,4.0,EGC3Y249834.750404,Magenta,4.0,EGM3Y296134.750149,Black,4.0,EGK3Y729834.750174,,,
60001071,1427314.pdf,Chicago,16,121,16,2024-03-19T03:29:35.000+00:00,2024-03-19T03:30:24.000+00:00,2024-03-19T03:29:35.000,2024-03-19T03:30:24.000,0,749,No,60001071_10811392_1710818928000_1710818928000,527.0,1c666851-a007-4085-9cb4-edf1c38b0ebb,221743675,0,B2,True,0,1,0,120,IMPRESSIONS,49,PRINTED,None,16,SHEETS,130015621     16pt C2S Gloss Cover,16.0,None,None,None,None,None,None,30.0,EGY3Y280534.750242,Cyan,31.0,EGC3Y249834.750404,Magenta,30.0,EGM3Y296134.750149,Black,30.0,EGK3Y729834.750174,,,
47200165,DBIT1R_130014887_JDF,Chicago,2,16,2,2024-03-19T03:15:05.000+00:00,2024-03-19T03:15:40.000+00:00,2024-03-19T03:15:05.000,2024-03-19T03:15:40.000,0,331,No,47200165_1775438_1710818140000_1710818140000,482.6,62773841-83fc-4251-aa11-864a43545e15,221747548,0,A3,True,0,0,0,16,IMPRESSIONS,35,PRINTED,None,2,SHEETS,PSP-1307398-15pt Velvet,2.0,None,None,None,None,None,None,4.0,ef052y842007py,Cyan,4.0,EF013Y9657ZVTI,Magenta,4.0,EF033Y60774V7Q,Black,4.0,EF073Y6833FG42,,,
47200165,1427271_3_of_3_WHITE.pdf,Chicago,2,14,2,2024-03-19T03:27:49.000+00:00,2024-03-19T03:28:24.000+00:00,2024-03-19T03:27:49.000,2024-03-19T03:28:24.000,0,331,No,47200165_1775454_1710818904000_1710818904000,482.6,62773841-83fc-4251-aa11-864a43545e15,221747549,0,A3,True,0,0,0,14,IMPRESSIONS,35,PRINTED,None,2,SHEETS,FHR 110# Index Cover,2.0,None,None,None,None,None,None,4.0,ef052y842007py,Cyan,2.0,EF013Y9657ZVTI,Magenta,4.0,EF033Y60774V7Q,Black,4.0,EF073Y6833FG42,,,
60001071,01427358_mailed.pdf,Chicago,85,674,85,2024-03-19T03:29:53.000+00:00,2024-03-19T03:32:40.000+00:00,2024-03-19T03:29:53.000,2024-03-19T03:32:40.000,0,749,No,60001071_10811473_1710819160000_1710819160000,527.0,1c666851-a007-4085-9cb4-edf1c38b0ebb,221755437,0,B2,True,0,0,1,673,IMPRESSIONS,167,PRINTED,None,85,SHEETS,130015621     16pt C2S Gloss Cover,85.0,None,None,None,None,None,None,168.0,EGY3Y280534.750242,Cyan,169.0,EGC3Y249834.750404,Magenta,168.0,EGM3Y296134.750149,Black,169.0,EGK3Y729834.750174,,,
60001071,1427372.pdf,Chicago,35,274,35,2024-03-19T03:32:10.000+00:00,2024-03-19T03:33:43.000+00:00,2024-03-19T03:32:10.000,2024-03-19T03:33:43.000,0,750,No,60001071_10811489_1710819223000_1710819223000,527.0,1c666851-a007-4085-9cb4-edf1c38b0ebb,221755439,0,B2,True,0,0,1,273,IMPRESSIONS,93,PRINTED,None,35,SHEETS,130017303     111lb Gloss Cover,35.0,None,None,None,None,None,None,68.0,EGY3Y280534.750242,Cyan,69.0,EGC3Y249834.750404,Magenta,68.0,EGM3Y296134.750149,Black,69.0,EGK3Y729834.750174,,,
60001071,1427392.pdf,Chicago,57,449,57,2024-03-19T03:33:13.000+00:00,2024-03-19T03:35:20.000+00:00,2024-03-19T03:33:13.000,2024-03-19T03:35:20.000,0,750,No,60001071_10811509_1710819320000_1710819320000,527.0,1c666851-a007-4085-9cb4-edf1c38b0ebb,221755441,0,B2,True,0,1,0,448,IMPRESSIONS,127,PRINTED,None,57,SHEETS,130017303     111lb Gloss Cover,57.0,None,None,None,None,None,None,112.0,EGY3Y280534.750242,Cyan,113.0,EGC3Y249834.750404,Magenta,112.0,EGM3Y296134.750149,Black,112.0,EGK3Y729834.750174,,,
60001071,01427104_mailed.pdf,Chicago,28,218,28,2024-03-19T03:34:50.000+00:00,2024-03-19T03:36:10.000+00:00,2024-03-19T03:34:50.000,2024-03-19T03:36:10.000,0,750,No,60001071_10811527_1710819370000_1710819370000,527.0,1c666851-a007-4085-9cb4-edf1c38b0ebb,221755443,0,B2,True,0,0,1,217,IMPRESSIONS,80,PRINTED,None,28,SHEETS,130017303     111lb Gloss Cover,28.0,None,None,None,None,None,None,54.0,EGY3Y280534.750242,Cyan,55.0,EGC3Y249834.750404,Magenta,54.0,EGM3Y296134.750149,Black,55.0,EGK3Y729834.750174,,,
47200165,1427271_3_of_3_WHITE.pdf,Chicago,208,1462,208,2024-03-19T03:28:49.000+00:00,2024-03-19T03:35:40.000+00:00,2024-03-19T03:28:49.000,2024-03-19T03:35:40.000,0,331,No,47200165_1775454_1710818904000_1710818904000,482.6,62773841-83fc-4251-aa11-864a43545e15,221759466,0,A3,True,0,0,0,1462,IMPRESSIONS,411,ABORTED,None,208,SHEETS,FHR 110# Index Cover,208.0,None,None,None,None,None,None,418.0,ef052y842007py,Cyan,208.0,EF013Y9657ZVTI,Magenta,418.0,EF033Y60774V7Q,Black,418.0,EF073Y6833FG42,,,
60001071,01427250A_mailed.pdf,Chicago,404,3226,404,2024-03-19T03:35:40.000+00:00,2024-03-19T03:47:17.000+00:00,2024-03-19T03:35:40.000,2024-03-19T03:47:17.000,0,750,No,60001071_10811872_1710820037000_1710820037000,527.0,1c666851-a007-4085-9cb4-edf1c38b0ebb,221761509,0,B2,True,0,0,1,3225,IMPRESSIONS,697,PRINTED,None,404,SHEETS,130017303     111lb Gloss Cover,404.0,None,None,None,None,None,None,806.0,EGY3Y280534.750242,Cyan,807.0,EGC3Y249834.750404,Magenta,806.0,EGM3Y296134.750149,Black,807.0,EGK3Y729834.750174,,,
60001071,1427364.pdf,Chicago,16,122,16,2024-03-19T03:46:47.000+00:00,2024-03-19T03:47:46.000+00:00,2024-03-19T03:46:47.000,2024-03-19T03:47:46.000,0,750,No,60001071_10811879_1710820066000_1710820066000,527.0,1c666851-a007-4085-9cb4-edf1c38b0ebb,221761511,0,B2,True,0,0,1,121,IMPRESSIONS,59,PRINTED,None,16,SHEETS,130017303     111lb Gloss Cover,16.0,None,None,None,None,None,None,30.0,EGY3Y280534.750242,Cyan,31.0,EGC3Y249834.750404,Magenta,30.0,EGM3Y296134.750149,Black,31.0,EGK3Y729834.750174,,,
60001071,1427376.pdf,Chicago,163,1298,163,2024-03-19T03:47:15.000+00:00,2024-03-19T03:52:23.000+00:00,2024-03-19T03:47:15.000,2024-03-19T03:52:23.000,0,750,No,60001071_10811931_1710820343000_1710820343000,527.0,1c666851-a007-4085-9cb4-edf1c38b0ebb,221761515,0,B2,True,0,0,1,1297,IMPRESSIONS,308,PRINTED,None,163,SHEETS,130017303     111lb Gloss Cover,163.0,None,None,None,None,None,None,324.0,EGY3Y280534.750242,Cyan,325.0,EGC3Y249834.750404,Magenta,324.0,EGM3Y296134.750149,Black,325.0,EGK3Y729834.750174,,,
