pressSerialNumber,jobName,siteName,copies,impressions,printedSheets,jobSubmitTime,jobCompleteTime,jobSubmitTimeLocalized,jobCompleteTimeLocalized,epmImpressions,width,useOfVDP,printedJobId,height,deviceId,marker,repeatLength,impressionsType,duplex,oneShotImpressions,impressions1Color,impressions2Colors,impressionsNColors,inkUnits,jobElapseTime,jobProgress,jobCollation,substrateUnits_value,substrateUnits_unit,substrates_1_name,substrates_1_amountUsed,substrates_2_name,substrates_2_amountUsed,substrates_3_name,substrates_3_amountUsed,substrates_4_name,substrates_4_amountUsed,inks_1_color,inks_1_amountUsed,inks_1_inkSerialNumber,inks_2_color,inks_2_amountUsed,inks_2_inkSerialNumber,inks_3_color,inks_3_amountUsed,inks_3_inkSerialNumber,inks_4_color,inks_4_amountUsed,inks_4_inkSerialNumber,inks_5_color,inks_5_amountUsed,inks_5_inkSerialNumber
47200165,11787598_130016693_JDF,Chicago,72,286,72,2024-03-05T12:55:02.000+00:00,2024-03-05T12:56:26.000+00:00,2024-03-05T12:55:02.000,2024-03-05T12:56:26.000,0,305,No,47200165_1707109_1709643386000_1709643386000,456.7,62773841-83fc-4251-aa11-864a43545e15,211696815,0,A3,False,0,0,1,285,IMPRESSIONS,84,PRINTED,,72,SHEETS,PSP- 130016693-Vinyl Sticker (UV Coating),72.0,,,,,,,Yellow,71.0,EF052Y8413KTK2,Cyan,71.0,EF013Y9797TCGM,Magenta,72.0,ef033y5936w3gk,Black,72.0,ef073y6567j3t2,,,
47200165,11787699_130016693_JDF,Chicago,59,236,59,2024-03-05T12:59:21.000+00:00,2024-03-05T13:00:32.000+00:00,2024-03-05T12:59:21.000,2024-03-05T13:00:32.000,0,305,No,47200165_1707159_1709643632000_1709643632000,456.7,62773841-83fc-4251-aa11-864a43545e15,211696816,0,A3,False,0,0,0,236,IMPRESSIONS,71,ABORTED,,59,SHEETS,PSP- 130016693-Vinyl Sticker (UV Coating),59.0,,,,,,,Yellow,59.0,EF052Y8413KTK2,Cyan,59.0,EF013Y9797TCGM,Magenta,59.0,ef033y5936w3gk,Black,59.0,ef073y6567j3t2,,,
47200165,11787599_130016693_JDF,Chicago,30,118,30,2024-03-05T12:54:09.000+00:00,2024-03-05T12:55:08.000+00:00,2024-03-05T12:54:09.000,2024-03-05T12:55:08.000,0,305,No,47200165_1707058_1709643084000_1709643084000,456.7,62773841-83fc-4251-aa11-864a43545e15,211696817,0,A3,False,0,0,1,117,IMPRESSIONS,59,PRINTED,,30,SHEETS,PSP- 130016693-Vinyl Sticker (UV Coating),30.0,,,,,,,Yellow,29.0,EF052Y8413KTK2,Cyan,29.0,EF013Y9797TCGM,Magenta,30.0,ef033y5936w3gk,Black,30.0,ef073y6567j3t2,,,
47200165,11786084_chp.pdf,Chicago,701,2802,701,2024-03-05T13:04:43.000+00:00,2024-03-05T13:17:04.000+00:00,2024-03-05T13:04:43.000,2024-03-05T13:17:04.000,0,305,No,47200165_1707298_1709644624000_1709644624000,456.7,62773841-83fc-4251-aa11-864a43545e15,211712678,0,A3,False,0,0,1,2801,IMPRESSIONS,741,PRINTED,,701,SHEETS,PSP- 130016693-Vinyl Sticker (UV Coating),701.0,,,,,,,Yellow,700.0,EF052Y8413KTK2,Cyan,700.0,EF013Y9797TCGM,Magenta,701.0,ef033y5936w3gk,Black,701.0,ef073y6567j3t2,,,
47200165,IMP_2345883_PS.pdf,Chicago,23,222,23,2024-03-05T13:16:58.000+00:00,2024-03-05T13:18:17.000+00:00,2024-03-05T13:16:58.000,2024-03-05T13:18:17.000,0,305,No,47200165_1707316_1709644697000_1709644697000,457.2,62773841-83fc-4251-aa11-864a43545e15,211712679,0,A3,True,0,0,1,221,IMPRESSIONS,79,PRINTED,,23,SHEETS,RLM-726110-130# Uncoated Cover 12x18,23.0,,,,,,,Yellow,44.0,EF052Y8413KTK2,P425CR,44.0,None,Black,45.0,ef073y6567j3t2,Magenta,45.0,ef033y5936w3gk,Cyan,44.0,EF013Y9797TCGM
47200165,11787597_130016693_JDF,Chicago,130,518,130,2024-03-05T13:02:27.000+00:00,2024-03-05T13:04:49.000+00:00,2024-03-05T13:02:27.000,2024-03-05T13:04:49.000,0,305,No,47200165_1707209_1709643889000_1709643889000,456.7,62773841-83fc-4251-aa11-864a43545e15,211712680,0,A3,False,0,0,1,517,IMPRESSIONS,142,PRINTED,,130,SHEETS,PSP- 130016693-Vinyl Sticker (UV Coating),130.0,,,,,,,Yellow,129.0,EF052Y8413KTK2,Cyan,129.0,EF013Y9797TCGM,Magenta,130.0,ef033y5936w3gk,Black,130.0,ef073y6567j3t2,,,
47200165,11787699_130016693_JDF,Chicago,42,166,42,2024-03-05T13:01:18.000+00:00,2024-03-05T13:02:34.000+00:00,2024-03-05T13:01:18.000,2024-03-05T13:02:34.000,0,305,No,47200165_1707159_1709643632000_1709643632000,456.7,62773841-83fc-4251-aa11-864a43545e15,211712681,0,A3,False,0,0,1,165,IMPRESSIONS,76,PRINTED,,42,SHEETS,PSP- 130016693-Vinyl Sticker (UV Coating),42.0,,,,,,,Yellow,41.0,EF052Y8413KTK2,Cyan,41.0,EF013Y9797TCGM,Magenta,42.0,ef033y5936w3gk,Black,42.0,ef073y6567j3t2,,,
47200165,IMP_2345989.pdf,Chicago,2,8,2,2024-03-05T13:19:31.000+00:00,2024-03-05T13:20:02.000+00:00,2024-03-05T13:19:31.000,2024-03-05T13:20:02.000,0,331,No,47200165_1707334_1709644802000_1709644802000,483.0,62773841-83fc-4251-aa11-864a43545e15,211712682,0,A3,False,8,0,0,0,IMPRESSIONS,31,PRINTED,,2,SHEETS,RLM-716613- 60# Uncoated Text 13x19,2.0,,,,,,,Yellow,2.0,EF052Y8413KTK2,Cyan,2.0,EF013Y9797TCGM,Magenta,2.0,ef033y5936w3gk,Black,2.0,ef073y6567j3t2,,,
47200165,IMP_2345989.pdf,Chicago,101,402,101,2024-03-05T13:21:08.000+00:00,2024-03-05T13:23:19.000+00:00,2024-03-05T13:21:08.000,2024-03-05T13:23:19.000,0,331,No,47200165_1707334_1709644802000_1709644802000,483.0,62773841-83fc-4251-aa11-864a43545e15,211712683,0,A3,False,402,0,0,0,IMPRESSIONS,131,PRINTED,,101,SHEETS,RLM-716613- 60# Uncoated Text 13x19,101.0,,,,,,,Yellow,100.0,EF052Y8413KTK2,Cyan,100.0,EF013Y9797TCGM,Magenta,101.0,ef033y5936w3gk,Black,101.0,ef073y6567j3t2,,,
47200165,IMP_2348250_PS.pdf,Chicago,2,10,2,2024-03-05T13:23:50.000+00:00,2024-03-05T13:24:21.000+00:00,2024-03-05T13:23:50.000,2024-03-05T13:24:21.000,0,331,No,47200165_1707362_1709645061000_1709645061000,482.6,62773841-83fc-4251-aa11-864a43545e15,211712686,0,A3,False,0,0,0,10,IMPRESSIONS,31,PRINTED,,2,SHEETS,RLM-716809- 80# Uncoated Text 13x19,2.0,,,,,,,Yellow,2.0,EF052Y8413KTK2,P425CR,2.0,None,Black,2.0,ef073y6567j3t2,Magenta,2.0,ef033y5936w3gk,Cyan,2.0,EF013Y9797TCGM
47200165,IMP_2348343_PS.pdf,Chicago,253,1262,253,2024-03-05T13:34:45.000+00:00,2024-03-05T13:40:12.000+00:00,2024-03-05T13:34:45.000,2024-03-05T13:40:12.000,0,331,No,47200165_1707444_1709646012000_1709646012000,482.6,62773841-83fc-4251-aa11-864a43545e15,211727108,0,A3,False,0,0,1,1261,IMPRESSIONS,327,PRINTED,,253,SHEETS,RLM-716809- 80# Uncoated Text 13x19,253.0,,,,,,,Yellow,252.0,EF052Y8413KTK2,P425CR,252.0,None,Black,253.0,ef073y6567j3t2,Magenta,253.0,ef033y5936w3gk,Cyan,252.0,EF013Y9797TCGM
47200165,IMP_2345907.pdf,Chicago,2,8,2,2024-03-05T13:40:16.000+00:00,2024-03-05T13:40:26.000+00:00,2024-03-05T13:40:16.000,2024-03-05T13:40:26.000,0,331,No,47200165_1707454_1709646026000_1709646026000,482.6,62773841-83fc-4251-aa11-864a43545e15,211727109,0,A3,False,0,0,0,8,IMPRESSIONS,10,PRINTED,,2,SHEETS,RLM-724912- 100# velvet cover 13x19,2.0,,,,,,,Yellow,2.0,EF052Y8413KTK2,Cyan,2.0,EF013Y9797TCGM,Magenta,2.0,ef033y5936w3gk,Black,2.0,ef073y6567j3t2,,,
47200165,IMP_2348250_PS.pdf,Chicago,253,1262,253,2024-03-05T13:28:56.000+00:00,2024-03-05T13:34:51.000+00:00,2024-03-05T13:28:56.000,2024-03-05T13:34:51.000,0,331,No,47200165_1707362_1709645061000_1709645061000,482.6,62773841-83fc-4251-aa11-864a43545e15,211727110,0,A3,False,0,0,1,1261,IMPRESSIONS,355,PRINTED,,253,SHEETS,RLM-716809- 80# Uncoated Text 13x19,253.0,,,,,,,Yellow,252.0,EF052Y8413KTK2,P425CR,252.0,None,Black,253.0,ef073y6567j3t2,Magenta,253.0,ef033y5936w3gk,Cyan,252.0,EF013Y9797TCGM
